Número de serie,Escuela o facultad:,Edad:,Sexo:,Tiene tutor,"1.	¿Conoces las actividades de tutoría que se desarrollan en tu Escuela o Facultad?","2.	¿Consideras que en tu Escuela o Facultad es necesaria la tutoría?","3.	¿Consideras que en tu Escuela o Facultad la tutoría funciona?",Sugerencias
7431,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,Sugiero que la mayoría de los profesores tengan consideración con sus alumnos y paciencia.
7432,"Facultad de Medicina, Veterinaria y Zootecnia",20,Femenino,A,Sí,Sí,Sí,Beneficia a la parte emocional y orientación académica de manera personalizada 
7433,FES Iztacala,21,Femenino,A,Sí,Sí,Sí,"Realizar mayor divulgacion del programa de tutoria ya que si se que he tenido a tutores pero no se ha realizado la comunicacion necesaria o que deberia tener, o las funciones que tiene o los objetivos."
7434,"Escuela Nacional Preparatoria N° 4 ""Vidal Castañeda y Najera"" UNAM",16,Masculino,A,Sí,Sí,Sí,Me parece que por el momento todo esta bien todo correcto 
7435,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No ninguna.
7436,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,.
7437,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Que los tutores le den mas importancia a este rubro que se les asigna 
7438,FES Cuautitlán,19,Masculino,A,Sí,Sí,Sí,"Debería haber más tiempo dedicado hacia las tutorías, ya que algunos profesores dan pocas sesiones dedicadas a tutoría."
7439,Facultad e Contaduría y Administración,20,Masculino,A,No,No,No,Tener más tiempo y dedicación para informar de la tutorias
7440,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Que se de un informe por parte de los alumnos semanalmente para que si se desarrolla un problema se atienda rápidamente.
7441,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Ninguna todo esta perfecto.
7442,Facultad e Contaduría y Administración,18,Femenino,A,Sí,Sí,Sí,"En el segundo módulo del CIAT no contamos con un tutor y se siente una gran diferencia con respecto al primer módulo. El profesor Joel, que fue mi tutor realmente me acompañó en el proceso de conocer la plataforma y el sistema SUAYED."
7444,Facultad de Artes y Diseño,18,Femenino,A,No,Sí,No,Dar más información al alumnado respecto al tema
7445,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Me parece que todo está bien.
7446,Facultad e Contaduría y Administración,19,Femenino,A,No,Sí,Sí,Que se envié un folleto o la información digital de los temas a tratar
7447,FES Iztacala,21,Masculino,A,Sí,Sí,No,"que expliquen mas a fondo o con un flyer que es un tutor, como o donde buscar quien es nuestro tutor, debido a que cuando yo empecé el primer semestre solo sabia que teníamos una materia de tutoría, pero el mensaje que mando de presentación no fue claro y buscando información respecto a, jamás encontré nada, hasta mediados del semestre supe quien era mi tutor, pero de igual forma no me apoye tanto con el, sino con mis compañeros de semestre"
7448,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Ninguna 
7449,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"Quizá que nos proporcionen más información acerca de todo lo que se puede hacer en el plantel, como cursos, talleres y demás."
7451,Facultad de Filosofía y Letras,18,Femenino,A,Sí,Sí,Sí,Explicar desde primer semestre de qué tratan los programas de tutoría e ir recordándolo cada cierto tiempo.
7452,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,A mi me parece todo bien 
7453,Facultad de Ciencias Políticas y Sociales,19,Femenino,A,Sí,Sí,Sí,Creo que nuestra tutoría estuvo bastante bien solo que si en general a nuestro grupo le hubiera gustado tener un acompañamiento mayor en una situación que tuvimos con una maestra
7454,Colegio de Ciencias y Humanidades,18,Femenino,A,Sí,Sí,Sí,considero que estaria bien que nos dieran cursos de introducción para el pase reglamentado
7455,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Siento que esta bien sin embargo, se podrían incluir mas temas para hablar en los trabajos de tutoría, de ser posible seria algo bueno "
7456,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,No
7457,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Brindar apoyo de personal completamente capacitado a todos los alumnos.
"
7458,Escuela Nacional de Enfermería y Obstetricia,20,Femenino,A,Sí,Sí,Sí,Que las horas de tutoría se hagan amenas y que solo se den cuando el grupo lo requiera 
7459,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,El rubro 10 y 6 no los pude contestar de acuerdo a mi situación ya que no tuve mucha interacción con el tutor.
7462,Facultad de Ingeniería,21,Masculino,A,No,No,No,-
7463,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,"La verdad la tutoría me gustó bastante, era algo que si era muy necesario y me gustó bastante la forma en la que lo manejaron 100/10"
7464,FES Aragón,19,Femenino,A,No,Sí,Sí,"Mantenernos informados sobre quienes son nuestros tutores en cada semestre 
"
7465,Facultad de Filosofía y Letras,21,Masculino,A,No,Sí,No,Pues creo que no
7466,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,La profesora María Patricia Huerta es excelentísima docente muy buena
7470,FES Cuautitlán,19,Masculino,A,Sí,Sí,Sí,"Que se le de un espacio particular para el programa de tutoría, en ocasiones requiere tiempo las explicaciones del tutor(a) y se ocupa el tiempo de clase en ello."
7471,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,no gracias 
7472,Facultad de Ingeniería,18,Masculino,A,No,Sí,Sí,Creo que hablaría más del bloque móvil y las reinscribciones 
7473,FES Iztacala,20,Masculino,A,Sí,Sí,Sí,Que se informe a los alumnos acerca de estos programas que se llevan a cabo 
7474,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Creo que los tutores y alumnos deben tener una mejor comunicación ya que algunos tutores no tienen mucha comunicación con los alumnos por lo que se termina preguntando de temas de tutoría a otros profesores.
7477,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,"Por mi parte considero que el programa de tutoría es bueno, sin embargo creo que hace falta más difusión de este, así como en algunos casos hace falta más confianza entre la relación docente - alumno. Gracias!"
7478,FES Aragón,23,Femenino,A,No,Sí,No,Que se den a conocer
7479,Facultad de Ciencias Políticas y Sociales,18,Masculino,A,Sí,Sí,No,"La tutora que me toco no dio clases de tutoria solo de feminismo, no dio informacion detallada de los programas de la facultad, no dio clase la tutora solo la adjunta, hablo en el llamado ""idioma inclusivo"" por lo que no se le entendia nada de los que decia, si un profesor no es capas de articular bien las palabras para darse a entender no deveria ser tutor "
7480,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia
7481,ENES León,22,Femenino,A,Sí,Sí,Sí,Ninguno
7482,Facultad de Ingeniería,19,Masculino,A,No,Sí,No,Considero que el tutor debe estar más en comunicación con nosotros y estar al pendiente de los correos que nosotros le mandemos. Lo digo por que hace poco le mandé correo a mi tutor sobre una duda que tenía respecto al periodo de altas y bajas pero nunca me contestó el correo. 
7483,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,Todo bien con la tutoría 
7484,FES Cuautitlán,20,Femenino,A,Sí,Sí,Sí,No
7486,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,.
7487,FES Cuautitlán,20,Femenino,A,Sí,Sí,Sí,"Que los profesores encargados de la tutoría dieran platicas interesante por ejemplo sobre idiomas, becas y talleres"
7488,Facultad de Ingeniería,22,Masculino,A,Sí,Sí,Sí,Ninguna
7489,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,No,"Reuniones con los padres de familia y tutores para  valorar el desempeño, necesidades y posibles soli iones a los pro lemas académicos de los alumnos, así como reuniones 1 vez a la semana para los alumnos y escuchar sus necesidades académicas. "
7490,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,No tengo sugerencias.
7491,Facultad de Odontología,19,Masculino,A,No,Sí,Sí,Ampliar la difusión del programa de tutoría para que la comunidad universitaria lo conozca.
7492,FES Aragón,19,Femenino,A,No,Sí,Sí,"No, por el momento."
7494,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,Ninguna
7495,Facultad de Ingeniería,19,Masculino,A,Sí,Sí,No,"Solo tuve tutor en primer semestre, pero me fue de mucha utilidad tenerlo por ese semestre. "
7496,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,No tengo ninguna 
7497,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Me gustaría que nos informaran un poco más sobre los programas de tutoría que hay. 
7498,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,.
7499,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,.
7500,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,hacer actividades y reuniones de tutoría mas seguido
7501,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,Que los tutores pueda intervenir como mediadores en conflictos con profesores 
7502,"Facultad de Medicina, Veterinaria y Zootecnia",18,Femenino,A,Sí,Sí,Sí,"La verdad es que no hay nada que quiera mejorar. no tuve la suerte de que mis sesiones de tutoría fueran de manera presencial, pero si me hubiera gustado ya que fue una experiencia muy grata. "
7503,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Que el tutor nos ayude más en nuestras dudas académicas 
7504,Escuiela Nacional de Trabajo Social,33,Femenino,A,Sí,Sí,No,Considero que es algo a lo que alumnos y docentes nos tenemos que adaptar no sé si el programa de tutoría es muy reciente pero aveces a los maestros como que se les pasa decirnos. O lo toman ya al final del curso. No creo que sea su culpa pero aún no me queda muy claro cuál es la finalidad.
7506,Escuela Nacional de Enfermería y Obstetricia,28,Femenino,A,No,Sí,Sí,Proporcionar mas información sobre la forma de trabajar en la plataforma.
7507,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,"La verdad no se me ocurre una sugerencia concreta, así que no tengo algo que comentar "
7508,Facultad de Música,23,Femenino,A,Sí,Sí,Sí,"No tengo ninguna sugerencia, mi experiencia ha sido muy buena con el programa de tutorías de mi Facultad"
7509,Escuiela Nacional de Trabajo Social,16,Masculino,A,No,Sí,Sí,"Considero que esta bien así
"
7510,FES Cuautitlán,21,Femenino,A,No,Sí,No,"Espero que los futuros tutores de verdad se preocupen por el alumnado y defiendan sus intereses, porque a la fecha si bien hemos tenido tutores no ha pasado más que se presenten y jamás volvemos a saber de ellos. "
7511,FES Zaragoza,22,Femenino,A,No,Sí,Sí,Ninguna 
7512,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Ninguna
7515,FES Iztacala,23,Femenino,A,No,Sí,No,"Mencionar desde un inicio quien es el tutor del grupo, no seccionar los grupos y dar la opción de un segundo tutor por si el primero no cumple los requisitos "
7516,Facultad de Ingeniería,19,Masculino,A,No,Sí,Sí,considero que el programa de tutorías en la facultad e ingeniería es muy completo
7519,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"Pienso que el programa de tutoría en mi escuela ha sido bueno, se nos ha informado sobre varios temas y me parece que los profesores están bien preparados, lo único que me gustaría es que hubiera más comunicación en esta área entre el profesor y el alumno. "
7520,FES Iztacala,25,Femenino,A,Sí,Sí,Sí,Todo en orden.
7521,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"El trato con nuestra tutora es de lo mejor, considero que si todos los tutores son igual que ella. Este plan de tutorías es un buen plan."
7522,Escuela Nacional Preparatoria Número 9,16,Femenino,A,Sí,Sí,Sí,"No, no hay ninguna sugerencia ya que me parece muy acertada la forma en la que se imparte 
"
7523,Facultad de Economía,25,Masculino,A,Sí,Sí,Sí,Por el momento no he tenido ningún problema. 
7524,Facultad de Ingeniería,19,Femenino,A,Sí,Sí,Sí,.
7525,Escuela Nacional Preparatoria,15,Masculino,A,Sí,No,Sí,Ninguna
7526,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,"Por el momento no tengo alguna sugerencia, me parece que todo está bien "
7527,FES Cuautitlán,21,Masculino,A,Sí,Sí,No,"En muchas ocasiones los tutores solo mencionan eso, que son nuestros tutores, nos hacen llegar carteles sobre diversas actividades realizadas por la FES pero es lo máximo, no se involucran más.  "
7528,Escuela Nacional de Enfermería y Obstetricia,19,Femenino,A,No,Sí,Sí,no
7530,Facultad de Filosofía y Letras,21,Masculino,A,No,Sí,Sí,"Todo bien, sigan con ese modelo."
7531,"Facultad de Medicina, Veterinaria y Zootecnia",21,Masculino,A,Sí,Sí,Sí,Que se implementen más actividades con los tutores para que haya una mejor convivencia y por ende una mejor forma de comunicación y confianza 
7532,Colegio de Ciencias y Humanidades,17,Femenino,A,Sí,Sí,Sí,"En mis primeros semestres no tenía tutora, hasta estos últimos dos semestres tuve la oportunidad de tener tutora y fue de gran apoyo y ayuda "
7533,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,El vernos cara a cara aunque sea por videollamada 
7534,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,No,.
7535,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Ninguna
7536,Facultad de Ingeniería,25,Masculino,A,No,Sí,No,"Dejé de comunicarme con mi tutora después de que incitó a que pidiera disculpas con mi grupo por demarcarlos por acosadores de una chica, cosa que evitaron y procedieron a instigar a lo largo de la carrera. Cubrir el acoso con más acoso, no es sano. "
7537,FES Zaragoza,20,Femenino,A,No,Sí,No,Creo que es indispensable la mejora de la tutoría en la facultad
7539,FES Zaragoza,24,Femenino,A,Sí,Sí,Sí,Me gustan las tutoras pero que no interrumpan el horario de clases. 
7540,Facultad de Artes y Diseño,21,Femenino,A,No,Sí,No,"Podría sugerir que haya mayor comunicación entre el tutor correspondiente a cada grupo y el grupo en sí, pues en los 6 semestres que llevo, sólo un año la tutora se comunico con nosotros y nos compartió los medios de comunicación en caso de necesitar tutorías."
7541,Facultad de Ingeniería,24,Masculino,A,No,Sí,No,Pues después de los primeros dos semestres nunca más supe nada de él
7542,"Facultad de Medicina, Veterinaria y Zootecnia",19,Femenino,A,Sí,Sí,Sí,Que los tutores hagan más sesiones personales 
7543,Facultad de Ingeniería,19,Masculino,A,No,Sí,Sí,"No es sugerencia general, pero con mi tutor en primer semestre no fue una experiencia tan buena. La información que dio sí fue positiva pero siento que su explicación o relación con nosotros no fue muy buena."
7544,FES Aragón,20,Femenino,A,No,Sí,Sí,"Se de un poco más de información o sea más explícito el asunto de la tutori
a"
7545,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Un poco más de sesiones 
7546,Colegio de Ciencias y Humanidades,16,Masculino,A,Sí,Sí,Sí,Más actividades y conferencias en tutoria
7547,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Me gustaría que hubiera tutores tan dedicados y apasionados a su trabajo como nuestra tutora Miriam. Ella te inspira demasiada confianza y nos brinda apoyo incondicional para resolver problemas académicos que se lleguen a sucitar.
7548,"Escuela Nacional Preparatoria N° 4 ""Vidal Castañeda y Najera""",16,Femenino,A,Sí,Sí,Sí,Que las tutorías sean obligatorias para todos los profesores. Ya que muchos no dan clase y no aprendemos correctamente lo que debemos aprender. 
7549,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,"Que traten de apoyarnos en situaciones con otros maestros, cuando nosotros hacemos las cosas y los profesores solo no cuentan eso y nos llegan a perjudicar "
7550,FES Cuautitlán,20,Femenino,A,No,No,Sí,Ninguna 
7552,Facultad de Arquitectura,19,Femenino,A,No,Sí,Sí,.
7553,Facultad e Contaduría y Administración,18,Femenino,A,Sí,Sí,Sí,Me agradaría que las tutorías fueran más seguido porque siento que es un buen apoyo a nuestro estudio 
7554,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Ninguna 
7555,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,Sí,Ninguna 
7556,FES Iztacala,21,Femenino,A,No,Sí,No,Me gustaría que hubiera más difusión de los programas de tutoría con los que cuenta mi facultad.
7557,Facultad de Ingeniería,22,Masculino,A,Sí,Sí,No,-
7558,Facultad de Derecho,18,Masculino,A,No,Sí,Sí,.
7559,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Ninguna
7560,FES Acatlán,20,Femenino,A,Sí,Sí,Sí,No tengo sugerencias
7561,Facultad de Economía,26,Masculino,A,Sí,Sí,Sí,Ninguna
7562,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"En mi experiencia las tutorías son muy útiles ya que repasas lo visto en clase pero el año pasado quise tomar unas tutorías de matemáticas pero jamás respondió la maestra de matemáticas, ese es el único inconveniente que veo en ellas "
7563,FES Cuautitlán,33,Femenino,A,Sí,Sí,Sí,NINGUNA
7564,FES Cuautitlán,23,Masculino,A,No,Sí,Sí,Desde el comienzo de clases identificar a los profesores que son los tutores correspondientes
7565,Facultad de Química,20,Femenino,A,Sí,Sí,Sí,"las tutorías definitivamente son una buena idea pero la tutora que me toco en primer semestre es una persona que carece de empatía, que no te ayuda en nada "
7566,FES Aragón,22,Masculino,A,No,Sí,No,"Que en verdad le den un seguimiento a la tutoría, hasta el momento me ha tocado que solo se presentan y eso es todo "
7569,Facultad de Ingeniería,20,Masculino,A,No,Sí,No,"Me quise comunicar con mi tutor por un problema académico, debido al inicio de la pandemia me comunique a través del correo que me proporcionó pero nunca contesto, mi problema creció y no he vuelto a tener contacto con mi tutor. Aclaro que no pude contactarlo en persona debido a la pandemia paralizó los servicios académicos, y la única manera de contactarlos era en línea."
7571,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,No 
7572,Escuiela Nacional de Trabajo Social,18,Femenino,A,No,Sí,Sí,Tener una tutoria y contacto 
7573,Facultad de Ingeniería,18,Masculino,A,Sí,Sí,Sí,que el tutor se mantenga mas en comunicacion 
7575,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,"Me gustaría que nos hablaran más sobre los programas de tutoría que se imparten en las escuelas de la UNAM debido a que es un factor importante para nuestro propio desarrollo tanto personal como académico.
"
7576,Escuiela Nacional de Trabajo Social,22,Femenino,A,No,No,No,informen más a los alumnos a cerca de este programa
7577,FES Cuautitlán,19,Femenino,A,No,Sí,Sí,Todo me parece bien 
7579,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,ninguna
7580,FES Cuautitlán,23,Masculino,A,Sí,Sí,No,Ninguna
7581,Escuela Nacional Preparatoria,16,Masculino,A,No,No,No,no hay
7582,Facultad de Arquitectura,22,Femenino,A,Sí,Sí,Sí,No
7583,FES Aragón,33,Masculino,A,No,Sí,No,no puedo responder de manera correcta de la 8va a 10cma pregunta porqué desconozco como trabaje el tutor o tutora
7585,ENES Morelia,18,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia hasta el momento. 
7586,FES Zaragoza,22,Femenino,A,No,Sí,No,Deverian de checar más la tutoría 
7588,Facultad de Filosofía y Letras,24,Femenino,A,Sí,Sí,Sí,Técnicas de aprendizaje y control de emociones 
7589,Facultad e Contaduría y Administración,19,Femenino,A,Sí,Sí,Sí,Que la tutora sea más empatica y no se moleste al decir las cosas. 
7590,FES Iztacala,21,Femenino,A,Sí,Sí,Sí,Me parece un buen apoyo
7591,Facultad e Contaduría y Administración,21,Masculino,A,No,No,No,aviso previo de las sesiones de tutoría
7592,FES Zaragoza,23,Femenino,A,Sí,Sí,No,Que los tutores se hagan responsables 
7594,FES Aragón,19,Femenino,A,No,Sí,Sí, mantenernos en constante aviso
7595,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,La tutoría es una oportunidad de desarrollo... Pero que la mejoren las autoridades de la Escuela y que sean conscientes de que tratan con personas.
7596,Facultad de Ingeniería,24,Masculino,A,No,Sí,No,Mayor interacción con los tutores
7597,Facultad e Contaduría y Administración,20,Masculino,A,Sí,Sí,Sí,Nada que me desee agregar
7599,Facultad e Contaduría y Administración,18,Femenino,A,No,No,Sí,Todo me parece bien
7600,FES Aragón,21,Femenino,A,No,Sí,No,"Que den la información a los profesores de que grupo serán tutores con anterioridad, llevo casi un mes de clases y aún n
o sé quién es nuestro tutor"
7602,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"Que pueda estar informados de los distintos trámites y pueda
 orientarnos. "
7603,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Ninguna
7604,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Ninguna 
7605,Escuela Nacional Preparatoria,17,Masculino,A,No,No,No,No
7606,FES Cuautitlán,21,Femenino,A,Sí,Sí,Sí,"Dedicarle un poco más de tiempo 
en cuanto al semestre"
7607,FES Zaragoza,19,Masculino,A,No,Sí,No,"Solo que hay más tiempo para espacios de turoria, realmente solo se quien es mi tutor pero nada más. "
7608,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,.
7610,Facultad de Ingeniería,22,Masculino,A,Sí,No,No,ninguna
7611,Facultad de Ingeniería,20,Masculino,A,Sí,Sí,Sí,Todo bien
7614,Escuela Nacional de Enfermería y Obstetricia,22,Femenino,A,Sí,Sí,Sí,"Los profesores deberían involucrarse más, y buscar actividades referentes a la tutoría, ya que muchos no lo toman enserio "
7618,Facultad de Ciencias Políticas y Sociales,18,Femenino,A,Sí,Sí,Sí,Creo que es importante tener un poco más de contacto con los tutores
7621,Facultad de Odontología,19,Femenino,A,Sí,Sí,Sí,Involucrar más a los tutores con los grupos
7622,Escuiela Nacional de Trabajo Social,21,Femenino,A,No,No,No,todos los tutores deberían hacer saber que son tutores e implementar alguna platica en una clase al mes o cada dos meses
7623,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,Sugeriría que se designaran horas oficiales de tutoría en los horarios tanto de estudiantes como de docentes.
7625,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,ninguna
7626,Facultad de Ingeniería,19,Masculino,A,Sí,Sí,Sí,Por el momento todo bien con mi tutor y me parece un gran acompañamiento para un alumno en la vida unicersitaria
7627,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,"En mí opinión está perfecta la tutoría, no necesita un cambio"
7628,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,"Tal vez ser un poco mas organizado, aunque siento que ese problema es mas por falta de comunicación con los alumnos "
7630,"Facultad de Medicina, Veterinaria y Zootecnia",18,Masculino,A,Sí,Sí,Sí,no
7631,FES Zaragoza,23,Femenino,A,No,Sí,No,Abrir espacios más allá del horario académico para brindar una óptima interacción y apoyo con el tutor 
7633,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,"Ninguna
"
7634,Escuela Nacional Preparatoria,17,Femenino,A,No,No,No,Que los tutores están mejor preparados y si desempeñen su función 
7635,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,"Que den un espacio para poder expresar dudas u opiniones, que al parecer es para lo que funciona la tutoría, y en todo caso de que sí exista este espacio, que lo den a conocer."
7636,Facultad e Contaduría y Administración,19,Femenino,A,No,Sí,No,La difusión de información no es la adecuada
7638,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,.
7640,Facultad de Arquitectura,18,Masculino,A,Sí,Sí,Sí,"No, todo super bien, he tenido un semestre muy ameno y la tutoría me ha ayudado con ciertos temas de la escuela"
7641,Ciudad de México,17,Masculino,A,Sí,Sí,No,"A pesar de que algunos tutores si realizan su trabajo, no todos informan sobre lo que es el programa, así que hay que supervisarlos, pedirles fotos o videos en los que muestren que realicen su función, además de ofrecerles bonos o algo así, respecto a su función, talvez preguntar directamente a los alumnos lejos de sus tutores acerca de la función de su tutor y como les ha ayudado, de esta manera podrían causar un impulso para ayudar, además de saber si lo están haciendo."
7642,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"Podrían ofrecer más actividades creativas de tutoría para mantener el interés de los demás y más aparte, que de parte del tutor o tutora que se asignen, no dejen solos a sus alumnos, si un alumno se acerca al tutor es porque realmente necesita de su ayuda; con esto, que el tutor tenga toda la disposición de ver por sus alumnos."
7643,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,No,Dar más información sobre las tutorías
7644,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Que se presente el tutor en tiempo y forma desde el inicio del curso para mejora y seguimiento de la tutoria
7646,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,no
7648,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Considero que la tutoría se abarca bien en mi plantel.
7649,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Sólo dedicarle un poco más de tiempo
7650,Facultad de Ingeniería,19,Masculino,A,Sí,Sí,Sí,-
7651,FES Cuautitlán,19,Femenino,A,Sí,Sí,Sí,R
7652,Escuiela Nacional de Trabajo Social,40,Femenino,A,Sí,Sí,Sí,Tutores más capacitados
7653,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,"Bueno, mi tutor nunca da clase y me gustaría que nos auxiliara en unos temas, ya se lo pedimos y no nos atendió. Podrían dar mas atención."
7654,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Que nos brinden mas información acerca de las tutorías.
7655,"Facultad de Medicina, Veterinaria y Zootecnia",18,Masculino,A,Sí,Sí,Sí,No tengo.
7656,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,"ninguna
"
7657,FES Cuautitlán,22,Femenino,A,Sí,Sí,Sí,"Me agradaría tener un canal más abierto con mi tutora, aunque sé que cuento con su apoyo."
7658,Facultad de Filosofía y Letras,25,Femenino,A,Sí,Sí,Sí,"Las tutorías que recibí fueron de mucha utilidad, sin embargo hay algunas actividades donde no se pudo mostrar toda la información debido a que por la pandemia estaban cerradas, solo queda estar al pendiente para tener informes. "
7659,FES Cuautitlán,18,Masculino,A,No,Sí,Sí,En mi 1er semestre no supe quien era mi tutor ya hasta que acabo el semestre y pienso que eso esta mal ya que hay cosas que si me hubiera gustado preguntar o consultar con mi tutor.
7660,FES Iztacala,20,Femenino,A,No,Sí,Sí,Que los tutores realmente realicen actividades para mejorar el rendimiento de sus alumnos. La mayoría no hace nada 
7661,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,me gustaría que tutoría se volviera como una materia que se pudiera llevar una vez a la semana para darle un espacio a esta 
7662,Facultad de Ciencias Políticas y Sociales,18,Femenino,A,Sí,Sí,Sí,Realizar sesiones de tutoría más veces por semestre podría ser de gran ayuda para los alumnos
7663,Ciudad de México,16,Femenino,A,Sí,Sí,Sí,Que haya más cercanía entre los alumnos y el tutor para que atengamos nuestras situaciones más eficaz y no existan inconvenientes.
7664,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,Me encantaría que los tutores intentarán involucrarse más en dar información de utilidad a los alumnos que puedan servir para seguirse desarrollando y aprendiendo correctamente
7665,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Ninguna
7667,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,"Qué implementen horas específicas para tratar temas de tutoría.
"
7668,Facultad de Artes y Diseño,20,Femenino,A,No,Sí,Sí,.
7669,Facultad de Ciencias Políticas y Sociales,21,Femenino,A,No,Sí,Sí,Creo que los tutores deberían de involucrarse un poco más en el desempeño académico de los alumnos.
7670,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia 
7672,ENES Juriquilla,21,Masculino,A,Sí,Sí,Sí,.
7674,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Ninguna
7675,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,...
7676,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,No,Que se implemente de una mejor forma la tutoría
7677,Escuela Nacional Preparatoria,17,Masculino,A,Sí,No,No,.
